fixture_id,team,stat_type,value
1035106,Wolves,Yellow Cards,5
1035106,Wolves,Red Cards,
1035106,Wolves,Goalkeeper Saves,7
1035106,Wolves,Total passes,282
1035106,Wolves,Passes accurate,215
1035106,Wolves,Passes %,76%
1035106,Wolves,expected_goals,0.47
1035106,Manchester City,Shots on Goal,8
1035106,Manchester City,Shots off Goal,5
1035106,Manchester City,Total Shots,23
1035106,Manchester City,Blocked Shots,10
1035106,Manchester City,Shots insidebox,12
1035106,Manchester City,Shots outsidebox,11
1035106,Manchester City,Fouls,12
1035106,Manchester City,Corner Kicks,6
1035106,Manchester City,Offsides,0
1035106,Manchester City,Ball Possession,68%
1035106,Manchester City,Yellow Cards,4
1035106,Manchester City,Red Cards,
1035106,Manchester City,Goalkeeper Saves,0
1035106,Manchester City,Total passes,597
1035106,Manchester City,Passes accurate,526
1035106,Manchester City,Passes %,88%
1035106,Manchester City,expected_goals,0.87
1035099,Everton,Shots on Goal,5
1035099,Everton,Shots off Goal,14
1035099,Everton,Total Shots,23
1035099,Everton,Blocked Shots,4
1035099,Everton,Shots insidebox,16
1035099,Everton,Shots outsidebox,7
1035099,Everton,Fouls,8
1035099,Everton,Corner Kicks,3
1035099,Everton,Offsides,2
1035099,Everton,Ball Possession,68%
1035099,Everton,Yellow Cards,0
1035099,Everton,Red Cards,
1035099,Everton,Goalkeeper Saves,0
1035099,Everton,Total passes,576
1035099,Everton,Passes accurate,459
1035099,Everton,Passes %,80%
1035099,Everton,expected_goals,2.90
1035099,Luton,Shots on Goal,2
1035099,Luton,Shots off Goal,4
1035099,Luton,Total Shots,9
1035099,Luton,Blocked Shots,3
1035099,Luton,Shots insidebox,8
1035099,Luton,Shots outsidebox,1
1035099,Luton,Fouls,10
1035099,Luton,Corner Kicks,6
1035099,Luton,Offsides,3
1035099,Luton,Ball Possession,32%
1035099,Luton,Yellow Cards,1
1035099,Luton,Red Cards,
1035099,Luton,Goalkeeper Saves,3
1035099,Luton,Total passes,275
1035099,Luton,Passes accurate,146
1035099,Luton,Passes %,53%
1035099,Luton,expected_goals,0.89
1035105,West Ham,Shots on Goal,9
1035105,West Ham,Shots off Goal,8
1035105,West Ham,Total Shots,20
1035105,West Ham,Blocked Shots,3
1035105,West Ham,Shots insidebox,17
1035105,West Ham,Shots outsidebox,3
1035105,West Ham,Fouls,6
1035105,West Ham,Corner Kicks,7
1035105,West Ham,Offsides,2
1035105,West Ham,Ball Possession,52%
1035105,West Ham,Yellow Cards,1
1035105,West Ham,Red Cards,
1035105,West Ham,Goalkeeper Saves,2
1035105,West Ham,Total passes,494
1035105,West Ham,Passes accurate,424
1035105,West Ham,Passes %,86%
1035105,West Ham,expected_goals,2.14
1035105,Sheffield Utd,Shots on Goal,2
1035105,Sheffield Utd,Shots off Goal,6
1035105,Sheffield Utd,Total Shots,16
1035105,Sheffield Utd,Blocked Shots,8
1035105,Sheffield Utd,Shots insidebox,11
1035105,Sheffield Utd,Shots outsidebox,5
1035105,Sheffield Utd,Fouls,9
1035105,Sheffield Utd,Corner Kicks,4
1035105,Sheffield Utd,Offsides,3
1035105,Sheffield Utd,Ball Possession,48%
1035105,Sheffield Utd,Yellow Cards,1
1035105,Sheffield Utd,Red Cards,
1035105,Sheffield Utd,Goalkeeper Saves,6
1035105,Sheffield Utd,Total passes,441
1035105,Sheffield Utd,Passes accurate,364
1035105,Sheffield Utd,Passes %,83%
1035105,Sheffield Utd,expected_goals,1.07
1035104,Tottenham,Shots on Goal,8
1035104,Tottenham,Shots off Goal,4
1035104,Tottenham,Total Shots,24
1035104,Tottenham,Blocked Shots,12
1035104,Tottenham,Shots insidebox,10
1035104,Tottenham,Shots outsidebox,14
1035104,Tottenham,Fouls,11
1035104,Tottenham,Corner Kicks,11
1035104,Tottenham,Offsides,4
1035104,Tottenham,Ball Possession,65%
1035104,Tottenham,Yellow Cards,5
1035104,Tottenham,Red Cards,0
1035104,Tottenham,Goalkeeper Saves,3
1035104,Tottenham,Total passes,662
1035104,Tottenham,Passes accurate,603
1035104,Tottenham,Passes %,91%
1035104,Tottenham,expected_goals,2.23
1035104,Liverpool,Shots on Goal,4
1035104,Liverpool,Shots off Goal,5
1035104,Liverpool,Total Shots,12
1035104,Liverpool,Blocked Shots,3
1035104,Liverpool,Shots insidebox,9
1035104,Liverpool,Shots outsidebox,3
1035104,Liverpool,Fouls,17
1035104,Liverpool,Corner Kicks,5
1035104,Liverpool,Offsides,1
1035104,Liverpool,Ball Possession,35%
1035104,Liverpool,Yellow Cards,6
1035104,Liverpool,Red Cards,2
1035104,Liverpool,Goalkeeper Saves,8
1035104,Liverpool,Total passes,364
1035104,Liverpool,Passes accurate,281
1035104,Liverpool,Passes %,77%
1035104,Liverpool,expected_goals,1.31
1035103,Nottingham Forest,Shots on Goal,1
1035103,Nottingham Forest,Shots off Goal,4
1035103,Nottingham Forest,Total Shots,6
1035103,Nottingham Forest,Blocked Shots,1
1035103,Nottingham Forest,Shots insidebox,5
1035103,Nottingham Forest,Shots outsidebox,1
1035103,Nottingham Forest,Fouls,6
1035103,Nottingham Forest,Corner Kicks,1
1035103,Nottingham Forest,Offsides,2
1035103,Nottingham Forest,Ball Possession,41%
1035103,Nottingham Forest,Yellow Cards,3
1035103,Nottingham Forest,Red Cards,1
1035103,Nottingham Forest,Goalkeeper Saves,3
1035103,Nottingham Forest,Total passes,407
1035103,Nottingham Forest,Passes accurate,320
1035103,Nottingham Forest,Passes %,79%
1035103,Nottingham Forest,expected_goals,0.46
1035103,Brentford,Shots on Goal,5
1035103,Brentford,Shots off Goal,6
1035103,Brentford,Total Shots,18
1035103,Brentford,Blocked Shots,7
1035103,Brentford,Shots insidebox,15
1035103,Brentford,Shots outsidebox,3
1035103,Brentford,Fouls,10
1035103,Brentford,Corner Kicks,11
1035103,Brentford,Offsides,1
1035103,Brentford,Ball Possession,59%
1035103,Brentford,Yellow Cards,2
1035103,Brentford,Red Cards,0
1035103,Brentford,Goalkeeper Saves,0
1035103,Brentford,Total passes,578
1035103,Brentford,Passes accurate,491
1035103,Brentford,Passes %,85%
1035103,Brentford,expected_goals,1.66
1035100,Fulham,Shots on Goal,3
1035100,Fulham,Shots off Goal,4
1035100,Fulham,Total Shots,10
1035100,Fulham,Blocked Shots,3
1035100,Fulham,Shots insidebox,9
1035100,Fulham,Shots outsidebox,1
1035100,Fulham,Fouls,15
1035100,Fulham,Corner Kicks,8
1035100,Fulham,Offsides,2
1035100,Fulham,Ball Possession,56%
1035100,Fulham,Yellow Cards,1
1035100,Fulham,Red Cards,
1035100,Fulham,Goalkeeper Saves,2
1035100,Fulham,Total passes,561
1035100,Fulham,Passes accurate,493
1035100,Fulham,Passes %,88%
1035100,Fulham,expected_goals,1.09
1035100,Chelsea,Shots on Goal,4
1035100,Chelsea,Shots off Goal,6
1035100,Chelsea,Total Shots,11
1035100,Chelsea,Blocked Shots,1
1035100,Chelsea,Shots insidebox,8
1035100,Chelsea,Shots outsidebox,3
1035100,Chelsea,Fouls,12
1035100,Chelsea,Corner Kicks,1
1035100,Chelsea,Offsides,4
1035100,Chelsea,Ball Possession,44%
1035100,Chelsea,Yellow Cards,4
1035100,Chelsea,Red Cards,
1035100,Chelsea,Goalkeeper Saves,3
1035100,Chelsea,Total passes,462
1035100,Chelsea,Passes accurate,395
1035100,Chelsea,Passes %,85%
1035100,Chelsea,expected_goals,1.70
1035051,Luton,Shots on Goal,3
1035051,Luton,Shots off Goal,10
1035051,Luton,Total Shots,18
1035051,Luton,Blocked Shots,5
1035051,Luton,Shots insidebox,15
1035051,Luton,Shots outsidebox,3
1035051,Luton,Fouls,14
1035051,Luton,Corner Kicks,7
1035051,Luton,Offsides,3
1035051,Luton,Ball Possession,49%
1035051,Luton,Yellow Cards,4
1035051,Luton,Red Cards,
1035051,Luton,Goalkeeper Saves,2
1035051,Luton,Total passes,370
1035051,Luton,Passes accurate,254
1035051,Luton,Passes %,69%
1035051,Luton,expected_goals,1.34
1035051,Burnley,Shots on Goal,4
1035051,Burnley,Shots off Goal,8
1035051,Burnley,Total Shots,14
1035051,Burnley,Blocked Shots,2
1035051,Burnley,Shots insidebox,7
1035051,Burnley,Shots outsidebox,7
1035051,Burnley,Fouls,6
1035051,Burnley,Corner Kicks,6
1035051,Burnley,Offsides,3
1035051,Burnley,Ball Possession,51%
1035051,Burnley,Yellow Cards,2
1035051,Burnley,Red Cards,
1035051,Burnley,Goalkeeper Saves,1
1035051,Burnley,Total passes,412
1035051,Burnley,Passes accurate,295
1035051,Burnley,Passes %,72%
1035051,Burnley,expected_goals,1.11
1035113,Luton,Shots on Goal,2
1035113,Luton,Shots off Goal,6
1035113,Luton,Total Shots,12
1035113,Luton,Blocked Shots,4
1035113,Luton,Shots insidebox,8
1035113,Luton,Shots outsidebox,4
1035113,Luton,Fouls,16
1035113,Luton,Corner Kicks,5
1035113,Luton,Offsides,4
1035113,Luton,Ball Possession,33%
1035113,Luton,Yellow Cards,2
1035113,Luton,Red Cards,0
1035113,Luton,Goalkeeper Saves,3
1035113,Luton,Total passes,252
1035113,Luton,Passes accurate,170
1035113,Luton,Passes %,67%
1035113,Luton,expected_goals,0.76
1035113,Tottenham,Shots on Goal,4
1035113,Tottenham,Shots off Goal,9
1035113,Tottenham,Total Shots,15
1035113,Tottenham,Blocked Shots,2
1035113,Tottenham,Shots insidebox,10
1035113,Tottenham,Shots outsidebox,5
1035113,Tottenham,Fouls,7
1035113,Tottenham,Corner Kicks,6
1035113,Tottenham,Offsides,4
1035113,Tottenham,Ball Possession,67%
1035113,Tottenham,Yellow Cards,3
1035113,Tottenham,Red Cards,1
1035113,Tottenham,Goalkeeper Saves,2
1035113,Tottenham,Total passes,553
1035113,Tottenham,Passes accurate,473
1035113,Tottenham,Passes %,86%
1035113,Tottenham,expected_goals,1.96
1035143,Newcastle,Shots on Goal,2
1035143,Newcastle,Shots off Goal,3
1035143,Newcastle,Total Shots,9
1035143,Newcastle,Blocked Shots,4
1035143,Newcastle,Shots insidebox,5
1035143,Newcastle,Shots outsidebox,4
1035143,Newcastle,Fouls,14
1035143,Newcastle,Corner Kicks,0
1035143,Newcastle,Offsides,2
1035143,Newcastle,Ball Possession,41%
1035143,Newcastle,Yellow Cards,5
1035143,Newcastle,Red Cards,
1035143,Newcastle,Goalkeeper Saves,1
1035143,Newcastle,Total passes,342
1035143,Newcastle,Passes accurate,271
1035143,Newcastle,Passes %,79%
1035143,Newcastle,expected_goals,1.04
1035143,Arsenal,Shots on Goal,1
1035143,Arsenal,Shots off Goal,4
1035143,Arsenal,Total Shots,14
1035143,Arsenal,Blocked Shots,9
1035143,Arsenal,Shots insidebox,5
1035143,Arsenal,Shots outsidebox,9
1035143,Arsenal,Fouls,9
1035143,Arsenal,Corner Kicks,11
1035143,Arsenal,Offsides,1
1035143,Arsenal,Ball Possession,59%
1035143,Arsenal,Yellow Cards,1
1035143,Arsenal,Red Cards,
1035143,Arsenal,Goalkeeper Saves,0
1035143,Arsenal,Total passes,484
1035143,Arsenal,Passes accurate,408
1035143,Arsenal,Passes %,84%
1035143,Arsenal,expected_goals,0.57
1035144,Nottingham Forest,Shots on Goal,3
1035144,Nottingham Forest,Shots off Goal,2
1035144,Nottingham Forest,Total Shots,5
1035144,Nottingham Forest,Blocked Shots,0
1035144,Nottingham Forest,Shots insidebox,2
1035144,Nottingham Forest,Shots outsidebox,3
1035144,Nottingham Forest,Fouls,6
1035144,Nottingham Forest,Corner Kicks,0
1035144,Nottingham Forest,Offsides,9
1035144,Nottingham Forest,Ball Possession,27%
1035144,Nottingham Forest,Yellow Cards,1
1035144,Nottingham Forest,Red Cards,
1035144,Nottingham Forest,Goalkeeper Saves,3
1035144,Nottingham Forest,Total passes,240
1035144,Nottingham Forest,Passes accurate,172
1035144,Nottingham Forest,Passes %,72%
1035144,Nottingham Forest,expected_goals,0.38
1035144,Aston Villa,Shots on Goal,3
1035144,Aston Villa,Shots off Goal,6
1035144,Aston Villa,Total Shots,13
1035144,Aston Villa,Blocked Shots,4
1035144,Aston Villa,Shots insidebox,11
1035144,Aston Villa,Shots outsidebox,2
1035144,Aston Villa,Fouls,9
1035144,Aston Villa,Corner Kicks,10
1035144,Aston Villa,Offsides,1
1035144,Aston Villa,Ball Possession,73%
1035144,Aston Villa,Yellow Cards,1
1035144,Aston Villa,Red Cards,
1035144,Aston Villa,Goalkeeper Saves,1
1035144,Aston Villa,Total passes,654
1035144,Aston Villa,Passes accurate,598
1035144,Aston Villa,Passes %,91%
1035144,Aston Villa,expected_goals,1.23
1035141,Luton,Shots on Goal,5
1035141,Luton,Shots off Goal,2
1035141,Luton,Total Shots,8
1035141,Luton,Blocked Shots,1
1035141,Luton,Shots insidebox,5
1035141,Luton,Shots outsidebox,3
1035141,Luton,Fouls,7
1035141,Luton,Corner Kicks,4
1035141,Luton,Offsides,1
1035141,Luton,Ball Possession,26%
1035141,Luton,Yellow Cards,1
1035141,Luton,Red Cards,
1035141,Luton,Goalkeeper Saves,5
1035141,Luton,Total passes,229
1035141,Luton,Passes accurate,135
1035141,Luton,Passes %,59%
1035141,Luton,expected_goals,0.81
1035141,Liverpool,Shots on Goal,6
1035141,Liverpool,Shots off Goal,12
1035141,Liverpool,Total Shots,24
1035141,Liverpool,Blocked Shots,6
1035141,Liverpool,Shots insidebox,15
1035141,Liverpool,Shots outsidebox,9
1035141,Liverpool,Fouls,13
1035141,Liverpool,Corner Kicks,7
1035141,Liverpool,Offsides,1
1035141,Liverpool,Ball Possession,74%
1035141,Liverpool,Yellow Cards,1
1035141,Liverpool,Red Cards,
1035141,Liverpool,Goalkeeper Saves,4
1035141,Liverpool,Total passes,659
1035141,Liverpool,Passes accurate,581
1035141,Liverpool,Passes %,88%
1035141,Liverpool,expected_goals,2.85
1035146,Tottenham,Shots on Goal,5
1035146,Tottenham,Shots off Goal,1
1035146,Tottenham,Total Shots,8
1035146,Tottenham,Blocked Shots,2
1035146,Tottenham,Shots insidebox,5
1035146,Tottenham,Shots outsidebox,3
1035146,Tottenham,Fouls,12
1035146,Tottenham,Corner Kicks,1
1035146,Tottenham,Offsides,3
1035146,Tottenham,Ball Possession,39%
1035146,Tottenham,Yellow Cards,3
1035146,Tottenham,Red Cards,2
1035146,Tottenham,Goalkeeper Saves,3
1035146,Tottenham,Total passes,317
1035146,Tottenham,Passes accurate,252
1035146,Tottenham,Passes %,79%
1035146,Tottenham,expected_goals,0.89
1035146,Chelsea,Shots on Goal,8
1035146,Chelsea,Shots off Goal,7
1035146,Chelsea,Total Shots,17
1035146,Chelsea,Blocked Shots,2
1035146,Chelsea,Shots insidebox,13
1035146,Chelsea,Shots outsidebox,4
1035146,Chelsea,Fouls,21
1035146,Chelsea,Corner Kicks,6
1035146,Chelsea,Offsides,7
1035146,Chelsea,Ball Possession,61%
1035146,Chelsea,Yellow Cards,5
1035146,Chelsea,Red Cards,0
1035146,Chelsea,Goalkeeper Saves,4
1035146,Chelsea,Total passes,502
1035146,Chelsea,Passes accurate,436
1035146,Chelsea,Passes %,87%
1035146,Chelsea,expected_goals,4.12
1035156,Wolves,Shots on Goal,4
1035156,Wolves,Shots off Goal,6
1035156,Wolves,Total Shots,17
1035156,Wolves,Blocked Shots,7
1035156,Wolves,Shots insidebox,10
1035156,Wolves,Shots outsidebox,7
1035156,Wolves,Fouls,19
1035156,Wolves,Corner Kicks,11
1035156,Wolves,Offsides,4
1035156,Wolves,Ball Possession,42%
1035156,Wolves,Yellow Cards,4
1035156,Wolves,Red Cards,
1035156,Wolves,Goalkeeper Saves,1
1035156,Wolves,Total passes,430
1035156,Wolves,Passes accurate,364
1035156,Wolves,Passes %,85%
1035156,Wolves,expected_goals,2.15
1035156,Tottenham,Shots on Goal,2
1035156,Tottenham,Shots off Goal,2
1035156,Tottenham,Total Shots,6
1035156,Tottenham,Blocked Shots,2
1035156,Tottenham,Shots insidebox,3
1035156,Tottenham,Shots outsidebox,3
1035156,Tottenham,Fouls,15
1035156,Tottenham,Corner Kicks,3
1035156,Tottenham,Offsides,1
1035156,Tottenham,Ball Possession,58%
1035156,Tottenham,Yellow Cards,3
1035156,Tottenham,Red Cards,
1035156,Tottenham,Goalkeeper Saves,2
1035156,Tottenham,Total passes,628
1035156,Tottenham,Passes accurate,551
1035156,Tottenham,Passes %,88%
1035156,Tottenham,expected_goals,0.70
1035154,Manchester United,Shots on Goal,4
1035154,Manchester United,Shots off Goal,8
1035154,Manchester United,Total Shots,15
1035154,Manchester United,Blocked Shots,3
1035154,Manchester United,Shots insidebox,11
1035154,Manchester United,Shots outsidebox,4
1035154,Manchester United,Fouls,9
1035154,Manchester United,Corner Kicks,11
1035154,Manchester United,Offsides,1
1035154,Manchester United,Ball Possession,65%
1035154,Manchester United,Yellow Cards,0
1035154,Manchester United,Red Cards,
1035154,Manchester United,Goalkeeper Saves,4
1035154,Manchester United,Total passes,576
1035154,Manchester United,Passes accurate,501
1035154,Manchester United,Passes %,87%
1035154,Manchester United,expected_goals,2.18
1035154,Luton,Shots on Goal,4
1035154,Luton,Shots off Goal,2
1035154,Luton,Total Shots,10
1035154,Luton,Blocked Shots,4
1035154,Luton,Shots insidebox,4
1035154,Luton,Shots outsidebox,6
1035154,Luton,Fouls,11
1035154,Luton,Corner Kicks,3
1035154,Luton,Offsides,1
1035154,Luton,Ball Possession,35%
1035154,Luton,Yellow Cards,2
1035154,Luton,Red Cards,
1035154,Luton,Goalkeeper Saves,3
1035154,Luton,Total passes,321
1035154,Luton,Passes accurate,254
1035154,Luton,Passes %,79%
1035154,Luton,expected_goals,0.41
1035148,Arsenal,Shots on Goal,6
1035148,Arsenal,Shots off Goal,6
1035148,Arsenal,Total Shots,16
1035148,Arsenal,Blocked Shots,4
1035148,Arsenal,Shots insidebox,12
1035148,Arsenal,Shots outsidebox,4
1035148,Arsenal,Fouls,8
1035148,Arsenal,Corner Kicks,13
1035148,Arsenal,Offsides,3
1035148,Arsenal,Ball Possession,64%
1035148,Arsenal,Yellow Cards,0
1035148,Arsenal,Red Cards,1
1035148,Arsenal,Goalkeeper Saves,4
1035148,Arsenal,Total passes,561
1035148,Arsenal,Passes accurate,480
1035148,Arsenal,Passes %,86%
1035148,Arsenal,expected_goals,1.95
1035148,Burnley,Shots on Goal,5
1035148,Burnley,Shots off Goal,3
1035148,Burnley,Total Shots,8
1035148,Burnley,Blocked Shots,0
1035148,Burnley,Shots insidebox,4
1035148,Burnley,Shots outsidebox,4
1035148,Burnley,Fouls,9
1035148,Burnley,Corner Kicks,3
1035148,Burnley,Offsides,2
1035148,Burnley,Ball Possession,36%
1035148,Burnley,Yellow Cards,1
1035148,Burnley,Red Cards,0
1035148,Burnley,Goalkeeper Saves,3
1035148,Burnley,Total passes,334
1035148,Burnley,Passes accurate,265
1035148,Burnley,Passes %,79%
1035148,Burnley,expected_goals,0.32
1035152,Crystal Palace,Shots on Goal,4
1035152,Crystal Palace,Shots off Goal,3
1035152,Crystal Palace,Total Shots,13
1035152,Crystal Palace,Blocked Shots,6
1035152,Crystal Palace,Shots insidebox,10
1035152,Crystal Palace,Shots outsidebox,3
1035152,Crystal Palace,Fouls,9
1035152,Crystal Palace,Corner Kicks,9
1035152,Crystal Palace,Offsides,4
1035152,Crystal Palace,Ball Possession,67%
1035152,Crystal Palace,Yellow Cards,1
1035152,Crystal Palace,Red Cards,
1035152,Crystal Palace,Goalkeeper Saves,1
1035152,Crystal Palace,Total passes,658
1035152,Crystal Palace,Passes accurate,573
1035152,Crystal Palace,Passes %,87%
1035152,Crystal Palace,expected_goals,2.17
1035152,Everton,Shots on Goal,4
1035152,Everton,Shots off Goal,3
1035152,Everton,Total Shots,8
1035152,Everton,Blocked Shots,1
1035152,Everton,Shots insidebox,5
1035152,Everton,Shots outsidebox,3
1035152,Everton,Fouls,18
1035152,Everton,Corner Kicks,2
1035152,Everton,Offsides,0
1035152,Everton,Ball Possession,33%
1035152,Everton,Yellow Cards,4
1035152,Everton,Red Cards,
1035152,Everton,Goalkeeper Saves,3
1035152,Everton,Total passes,310
1035152,Everton,Passes accurate,226
1035152,Everton,Passes %,73%
1035152,Everton,expected_goals,1.53
1035147,Bournemouth,Shots on Goal,10
1035147,Bournemouth,Shots off Goal,6
1035147,Bournemouth,Total Shots,19
1035147,Bournemouth,Blocked Shots,3
1035147,Bournemouth,Shots insidebox,15
1035147,Bournemouth,Shots outsidebox,4
1035147,Bournemouth,Fouls,10
1035147,Bournemouth,Corner Kicks,6
1035147,Bournemouth,Offsides,0
1035147,Bournemouth,Ball Possession,48%
1035147,Bournemouth,Yellow Cards,2
1035147,Bournemouth,Red Cards,
1035147,Bournemouth,Goalkeeper Saves,5
1035147,Bournemouth,Total passes,422
1035147,Bournemouth,Passes accurate,331
1035147,Bournemouth,Passes %,78%
1035147,Bournemouth,expected_goals,2.46
1035147,Newcastle,Shots on Goal,5
1035147,Newcastle,Shots off Goal,3
1035147,Newcastle,Total Shots,8
1035147,Newcastle,Blocked Shots,0
1035147,Newcastle,Shots insidebox,4
1035147,Newcastle,Shots outsidebox,4
1035147,Newcastle,Fouls,4
1035147,Newcastle,Corner Kicks,5
1035147,Newcastle,Offsides,2
1035147,Newcastle,Ball Possession,52%
1035147,Newcastle,Yellow Cards,1
1035147,Newcastle,Red Cards,
1035147,Newcastle,Goalkeeper Saves,8
1035147,Newcastle,Total passes,469
1035147,Newcastle,Passes accurate,377
1035147,Newcastle,Passes %,80%
1035147,Newcastle,expected_goals,0.49
1035153,Liverpool,Shots on Goal,10
1035153,Liverpool,Shots off Goal,4
1035153,Liverpool,Total Shots,17
1035153,Liverpool,Blocked Shots,3
1035153,Liverpool,Shots insidebox,7
1035153,Liverpool,Shots outsidebox,10
1035153,Liverpool,Fouls,16
1035153,Liverpool,Corner Kicks,6
1035153,Liverpool,Offsides,2
1035153,Liverpool,Ball Possession,58%
1035153,Liverpool,Yellow Cards,1
1035153,Liverpool,Red Cards,
1035153,Liverpool,Goalkeeper Saves,3
1035153,Liverpool,Total passes,504
1035153,Liverpool,Passes accurate,415
1035153,Liverpool,Passes %,82%
1035153,Liverpool,expected_goals,1.71
1035153,Brentford,Shots on Goal,3
1035153,Brentford,Shots off Goal,9
1035153,Brentford,Total Shots,16
1035153,Brentford,Blocked Shots,4
1035153,Brentford,Shots insidebox,9
1035153,Brentford,Shots outsidebox,7
1035153,Brentford,Fouls,12
1035153,Brentford,Corner Kicks,8
1035153,Brentford,Offsides,2
1035153,Brentford,Ball Possession,42%
1035153,Brentford,Yellow Cards,2
1035153,Brentford,Red Cards,
1035153,Brentford,Goalkeeper Saves,8
1035153,Brentford,Total passes,354
1035153,Brentford,Passes accurate,269
1035153,Brentford,Passes %,76%
1035153,Brentford,expected_goals,1.68
1035330,Manchester United,Shots on Goal,3
1035330,Manchester United,Shots off Goal,5
1035330,Manchester United,Total Shots,20
1035330,Manchester United,Blocked Shots,12
1035330,Manchester United,Shots insidebox,15
1035330,Manchester United,Shots outsidebox,5
1035330,Manchester United,Fouls,7
1035330,Manchester United,Corner Kicks,10
1035330,Manchester United,Offsides,1
1035330,Manchester United,Ball Possession,69%
1035330,Manchester United,Yellow Cards,3
1035330,Manchester United,Red Cards,
1035330,Manchester United,Goalkeeper Saves,1
1035330,Manchester United,Total passes,660
1035330,Manchester United,Passes accurate,561
1035330,Manchester United,Passes %,85%
1035330,Manchester United,expected_goals,1.16
1035330,Bournemouth,Shots on Goal,4
1035330,Bournemouth,Shots off Goal,5
1035330,Bournemouth,Total Shots,10
1035330,Bournemouth,Blocked Shots,1
1035330,Bournemouth,Shots insidebox,9
1035330,Bournemouth,Shots outsidebox,1
1035330,Bournemouth,Fouls,10
1035330,Bournemouth,Corner Kicks,4
1035330,Bournemouth,Offsides,2
1035330,Bournemouth,Ball Possession,31%
1035330,Bournemouth,Yellow Cards,1
1035330,Bournemouth,Red Cards,
1035330,Bournemouth,Goalkeeper Saves,3
1035330,Bournemouth,Total passes,296
1035330,Bournemouth,Passes accurate,208
1035330,Bournemouth,Passes %,70%
1035330,Bournemouth,expected_goals,1.48
1035333,Wolves,Shots on Goal,4
1035333,Wolves,Shots off Goal,4
1035333,Wolves,Total Shots,10
1035333,Wolves,Blocked Shots,2
1035333,Wolves,Shots insidebox,7
1035333,Wolves,Shots outsidebox,3
1035333,Wolves,Fouls,9
1035333,Wolves,Corner Kicks,4
1035333,Wolves,Offsides,3
1035333,Wolves,Ball Possession,68%
1035333,Wolves,Yellow Cards,0
1035333,Wolves,Red Cards,
1035333,Wolves,Goalkeeper Saves,1
1035333,Wolves,Total passes,655
1035333,Wolves,Passes accurate,555
1035333,Wolves,Passes %,85%
1035333,Wolves,expected_goals,1.17
1035333,Nottingham Forest,Shots on Goal,2
1035333,Nottingham Forest,Shots off Goal,4
1035333,Nottingham Forest,Total Shots,8
1035333,Nottingham Forest,Blocked Shots,2
1035333,Nottingham Forest,Shots insidebox,6
1035333,Nottingham Forest,Shots outsidebox,2
1035333,Nottingham Forest,Fouls,11
1035333,Nottingham Forest,Corner Kicks,3
1035333,Nottingham Forest,Offsides,1
1035333,Nottingham Forest,Ball Possession,32%
1035333,Nottingham Forest,Yellow Cards,1
1035333,Nottingham Forest,Red Cards,
1035333,Nottingham Forest,Goalkeeper Saves,3
1035333,Nottingham Forest,Total passes,307
1035333,Nottingham Forest,Passes accurate,210
1035333,Nottingham Forest,Passes %,68%
1035333,Nottingham Forest,expected_goals,1.29
1035325,Brighton,Shots on Goal,11
1035325,Brighton,Shots off Goal,11
1035325,Brighton,Total Shots,29
1035325,Brighton,Blocked Shots,7
1035325,Brighton,Shots insidebox,23
1035325,Brighton,Shots outsidebox,6
1035325,Brighton,Fouls,5
1035325,Brighton,Corner Kicks,9
1035325,Brighton,Offsides,2
1035325,Brighton,Ball Possession,72%
1035325,Brighton,Yellow Cards,0
1035325,Brighton,Red Cards,
1035325,Brighton,Goalkeeper Saves,2
1035325,Brighton,Total passes,777
1035325,Brighton,Passes accurate,705
1035325,Brighton,Passes %,91%
1035325,Brighton,expected_goals,2.78
1035325,Burnley,Shots on Goal,3
1035325,Burnley,Shots off Goal,1
1035325,Burnley,Total Shots,6
1035325,Burnley,Blocked Shots,2
1035325,Burnley,Shots insidebox,5
1035325,Burnley,Shots outsidebox,1
1035325,Burnley,Fouls,8
1035325,Burnley,Corner Kicks,1
1035325,Burnley,Offsides,1
1035325,Burnley,Ball Possession,28%
1035325,Burnley,Yellow Cards,4
1035325,Burnley,Red Cards,
1035325,Burnley,Goalkeeper Saves,10
1035325,Burnley,Total passes,308
1035325,Burnley,Passes accurate,225
1035325,Burnley,Passes %,73%
1035325,Burnley,expected_goals,0.56
1035331,Sheffield Utd,Shots on Goal,4
1035331,Sheffield Utd,Shots off Goal,4
1035331,Sheffield Utd,Total Shots,9
1035331,Sheffield Utd,Blocked Shots,1
1035331,Sheffield Utd,Shots insidebox,4
1035331,Sheffield Utd,Shots outsidebox,5
1035331,Sheffield Utd,Fouls,14
1035331,Sheffield Utd,Corner Kicks,3
1035331,Sheffield Utd,Offsides,1
1035331,Sheffield Utd,Ball Possession,40%
1035331,Sheffield Utd,Yellow Cards,5
1035331,Sheffield Utd,Red Cards,
1035331,Sheffield Utd,Goalkeeper Saves,4
1035331,Sheffield Utd,Total passes,334
1035331,Sheffield Utd,Passes accurate,242
1035331,Sheffield Utd,Passes %,72%
1035331,Sheffield Utd,expected_goals,0.81
1035331,Brentford,Shots on Goal,4
1035331,Brentford,Shots off Goal,3
1035331,Brentford,Total Shots,10
1035331,Brentford,Blocked Shots,3
1035331,Brentford,Shots insidebox,8
1035331,Brentford,Shots outsidebox,2
1035331,Brentford,Fouls,13
1035331,Brentford,Corner Kicks,3
1035331,Brentford,Offsides,1
